MSSIM;SSIM;VIF;VSNR;VIFP;NQM;UQI;PSNR-HVS;XYZ;IFC;PSNR-HVS-M;PSNRY;PSNR;MSE;SNR;WSNR;LINLAB;DCTUNE;MOS;MOS-STD;
0.9949;0.9944;0.8356; 44.5759 ;0.7132; 36.1286 ;0.9503; 37.49900 ;-2.09340 ; 9.72480 ; 44.73800 ; 37.75240 ; 27.30780 ;-120.86495 ; 31.15830 ; 43.75030 ;-331.90000 ;-4.27100 ; 5.73330 ; 0.7432 ;
0.9903;0.9898;0.7488; 39.6813 ;0.6293; 33.8001 ;0.92; 34.49950 ;-3.35790 ; 8.14960 ; 40.82930 ; 34.77940 ; 24.34640 ;-239.02337 ; 28.15480 ; 40.59260 ;-474.00000 ;-6.06020 ; 5.46670 ; 0.7086 ;
0.9817;0.9804;0.6468; 34.8293 ;0.5414; 31.0121 ;0.8762; 31.44280 ;-5.23410 ; 6.71850 ; 36.80060 ; 31.77290 ; 21.35270 ;-476.22299 ; 25.13100 ; 37.20330 ;-689.90000 ;-8.46030 ; 5.20000 ; 0.6741 ;
0.9784;0.9637;0.6146; 29.5195 ;0.6195; 27.9978 ;0.9253; 30.17260 ;-3.79340 ; 6.34090 ; 33.71310 ; 35.01620 ; 30.20900 ;-61.96984 ; 28.39370 ; 34.15680 ;-587.30000 ;-12.21260 ; 4.81250 ; 0.6238 ;
0.9594;0.9331;0.5074; 25.8390 ;0.5210; 25.2920 ;0.8822; 27.11380 ;-5.64650 ; 5.09100 ; 30.06190 ; 31.96720 ; 27.15490 ;-125.19597 ; 25.32590 ; 31.19000 ;-830.80000 ;-16.39870 ; 4.03230 ; 0.5227 ;
0.928;0.884;0.4084; 22.3870 ;0.4258; 22.0694 ;0.8268; 24.10770 ;-8.14860 ; 4.03200 ; 26.51730 ; 28.97800 ; 24.15740 ;-249.65505 ; 22.33070 ; 28.12200 ;-1.146.90000 ;-23.27980 ; 3.43750 ; 0.4456 ;
0.8813;0.8153;0.316; 19.1450 ;0.3333; 19.0146 ;0.7563; 21.16910 ;-11.55890 ; 3.09070 ; 23.19100 ; 26.02100 ; 21.19130 ;-494.25419 ; 19.36630 ; 25.18250 ;-1.606.70000 ;-32.89540 ; 2.83870 ; 0.3680 ;
0.9987;0.9991;0.9215; 41.5382 ;0.6928; 37.4601 ;0.9821; 38.80540 ;-0.76690 ; 14.22510 ; 49.30230 ; 34.71900 ; 30.18050 ;-62.37784 ; 28.09600 ; 45.96890 ;-246.90000 ;-3.37670 ; 5.87500 ; 0.7616 ;
0.9974;0.9987;0.8727; 41.4317 ;0.6109; 35.0606 ;0.9663; 35.69390 ;-1.36760 ; 12.29310 ; 45.33580 ; 31.69670 ; 27.13840 ;-125.67253 ; 25.05420 ; 42.49220 ;-350.90000 ;-4.85200 ; 6.03230 ; 0.7820 ;
0.9948;0.9978;0.8058; 40.8859 ;0.5255; 32.4350 ;0.9374; 32.51940 ;-2.26170 ; 10.43300 ; 40.87500 ; 28.69870 ; 24.13490 ;-250.95183 ; 22.04860 ; 38.91100 ;-500.60000 ;-6.98470 ; 5.50000 ; 0.7130 ;
0.9899;0.9958;0.7204; 36.0034 ;0.4401; 29.5036 ;0.8868; 29.27410 ;-3.56800 ; 8.66060 ; 36.10100 ; 25.75920 ; 21.19670 ;-493.64002 ; 19.10480 ; 35.24150 ;-722.80000 ;-10.04990 ; 5.16130 ; 0.6691 ;
0.9939;0.9964;0.8664; 43.3077 ;0.6364; 38.3113 ;0.9208; 39.09130 ;-0.88980 ; 10.49330 ; 48.60520 ; 34.87480 ; 30.11860 ;-63.27328 ; 28.24990 ; 46.67000 ;-230.30000 ;-3.42070 ; 5.90630 ; 0.7656 ;
0.9832;0.99;0.7285; 39.1724 ;0.5016; 34.1789 ;0.8418; 34.11650 ;-2.18090 ; 7.87240 ; 42.09270 ; 29.94840 ; 25.16000 ;-198.18937 ; 23.30210 ; 41.17100 ;-418.70000 ;-6.09190 ; 5.77420 ; 0.7485 ;
0.9579;0.9711;0.5542; 31.5896 ;0.3743; 28.7889 ;0.7215; 28.98120 ;-4.59630 ; 5.62290 ; 35.17700 ; 25.04330 ; 20.22410 ;-617.54749 ; 18.38860 ; 35.00750 ;-792.20000 ;-11.24370 ; 4.58060 ; 0.5938 ;
0.9026;0.9165;0.3767; 24.1184 ;0.2558; 21.4072 ;0.5571; 23.44820 ;-9.48520 ; 3.71370 ; 27.67720 ; 20.14950 ; 15.34370 ;-1.899.81084 ; 13.49210 ; 27.75450 ;-1.675.20000 ;-24.93160 ; 3.61290 ; 0.4683 ;
0.988;0.9849;0.724; 33.2820 ;0.6805; 33.3868 ;0.9246; 32.32690 ;-1.97610 ; 8.67710 ; 37.12030 ; 32.40150 ; 29.19870 ;-78.20065 ; 25.74350 ; 39.56580 ;-355.40000 ;-10.78590 ; 4.48390 ; 0.5812 ;
0.9731;0.9667;0.5859; 29.0808 ;0.5336; 29.5772 ;0.8585; 28.86360 ;-3.52620 ; 6.12860 ; 33.19190 ; 28.86900 ; 25.96730 ;-164.56988 ; 22.21090 ; 35.62020 ;-530.30000 ;-16.26880 ; 4.31250 ; 0.5590 ;
0.9497;0.9374;0.4704; 25.3559 ;0.4154; 25.7237 ;0.7807; 25.61280 ;-5.21880 ; 4.71140 ; 29.31030 ; 25.80160 ; 22.97970 ;-327.42389 ; 19.14300 ; 31.73790 ;-787.90000 ;-21.41760 ; 3.87500 ; 0.5023 ;
0.9152;0.8941;0.3583; 21.8035 ;0.3059; 21.5431 ;0.6858; 22.47090 ;-7.95700 ; 3.52560 ; 25.61220 ; 22.79220 ; 19.94080 ;-659.17444 ; 16.13370 ; 27.70590 ;-1.169.70000 ;-29.61510 ; 3.41940 ; 0.4433 ;
0.9893;0.9864;0.7138; 36.2992 ;0.6304; 29.0784 ;0.9247; 32.58190 ;-2.44170 ; 7.68450 ; 36.83080 ; 34.40780 ; 30.09110 ;-63.67521 ; 27.80800 ; 35.80380 ;-602.80000 ;-10.88270 ; 5.15630 ; 0.6684 ;
0.9794;0.9747;0.6279; 31.9119 ;0.5579; 25.6251 ;0.9078; 29.89030 ;-4.36930 ; 6.56560 ; 33.39340 ; 31.77290 ; 27.14000 ;-125.62624 ; 25.09050 ; 32.81120 ;-741.00000 ;-18.65360 ; 4.53130 ; 0.5874 ;
0.9621;0.9521;0.5039; 26.4379 ;0.4578; 21.8399 ;0.8441; 26.05030 ;-6.94470 ; 5.12810 ; 28.68640 ; 28.58680 ; 24.33250 ;-239.78961 ; 21.86040 ; 28.15740 ;-1.190.40000 ;-27.40690 ; 3.54840 ; 0.4600 ;
0.9306;0.9157;0.3725; 21.7786 ;0.3535; 16.8830 ;0.7342; 21.88540 ;-10.81900 ; 3.73830 ; 23.69530 ; 25.05610 ; 21.45830 ;-464.78313 ; 18.40490 ; 23.28060 ;-1.740.60000 ;-49.92800 ; 2.54840 ; 0.3303 ;
0.9872;0.988;0.6501; 28.1202 ;0.5383; 30.2925 ;0.9045; 26.71970 ;-2.69200 ; 8.47400 ; 31.37550 ; 28.15620 ; 26.83180 ;-134.86534 ; 21.50300 ; 35.00170 ;-788.00000 ;-10.22210 ; 5.12900 ; 0.6649 ;
0.956;0.9539;0.4403; 21.3178 ;0.3827; 25.0756 ;0.7533; 21.67810 ;-4.87350 ; 5.29660 ; 24.52210 ; 24.09350 ; 22.78150 ;-342.71283 ; 17.43720 ; 29.32570 ;-1.305.60000 ;-17.56660 ; 3.93550 ; 0.5102 ;
0.8797;0.8469;0.2305; 16.1079 ;0.2503; 19.2642 ;0.5477; 17.45500 ;-7.69440 ; 2.71570 ; 19.11070 ; 21.30000 ; 20.01890 ;-647.42633 ; 14.64290 ; 23.57090 ;-2.012.80000 ;-28.01870 ; 3.06450 ; 0.3972 ;
0.7444;0.6448;0.0854; 12.4448 ;0.1399; 13.3111 ;0.3408; 14.18510 ;-10.81450 ; 0.99840 ; 15.17040 ; 19.20930 ; 17.96540 ;-1.038.82014 ; 12.55200 ; 18.27650 ;-2.907.60000 ;-45.02130 ; 1.90630 ; 0.2471 ;
0.9861;0.9832;0.6475; 35.1074 ;0.6040; 32.7048 ;0.8809; 32.61980 ;-1.82810 ; 7.04510 ; 38.21690 ; 34.17550 ; 31.28020 ;-48.42397 ; 27.54300 ; 38.85370 ;-410.90000 ;-6.63530 ; 6.06250 ; 0.7859 ;
0.9714;0.9632;0.4864; 28.9371 ;0.4911; 27.9731 ;0.82; 28.24720 ;-3.28640 ; 5.10590 ; 32.56030 ; 30.42210 ; 27.94370 ;-104.40237 ; 23.77350 ; 33.67860 ;-718.40000 ;-10.69110 ; 5.26670 ; 0.6827 ;
0.9341;0.9117;0.3102; 22.3282 ;0.3583; 21.2103 ;0.7048; 22.99430 ;-6.12670 ; 3.19800 ; 25.80180 ; 25.97970 ; 23.99660 ;-259.07193 ; 19.32460 ; 27.21610 ;-1.463.50000 ;-21.86010 ; 4.00000 ; 0.5185 ;
0.8122;0.7581;0.1516; 15.4440 ;0.2187; 12.1524 ;0.4592; 16.82460 ;-11.42550 ; 1.58910 ; 18.09940 ; 20.87890 ; 19.32970 ;-758.77037 ; 14.22160 ; 18.71610 ;-3.226.40000 ;-66.50280 ; 1.96880 ; 0.2552 ;
0.9921;0.9944;0.7662; 40.1143 ;0.5677; 37.1080 ;0.9108; 36.45790 ;-1.89860 ; 8.64390 ; 47.05870 ; 32.41500 ; 30.25960 ;-61.25201 ; 25.77310 ; 44.97710 ;-332.30000 ;-4.69850 ; 6.06250 ; 0.7859 ;
0.978;0.9776;0.5295; 31.0335 ;0.4460; 31.7633 ;0.8344; 29.98660 ;-3.93250 ; 5.40620 ; 37.52570 ; 28.44690 ; 26.48120 ;-146.20437 ; 21.79470 ; 37.78920 ;-595.90000 ;-9.21500 ; 5.00000 ; 0.6481 ;
0.9361;0.9189;0.2953; 23.1060 ;0.3080; 24.1287 ;0.6971; 23.56650 ;-8.03430 ; 2.91150 ; 27.69180 ; 24.82430 ; 22.81490 ;-340.08726 ; 18.16910 ; 29.88230 ;-1.138.80000 ;-16.69250 ; 3.32260 ; 0.4307 ;
0.8787;0.8423;0.1769; 18.3947 ;0.2167; 18.6931 ;0.5546; 19.65690 ;-12.03450 ; 1.73340 ; 22.10870 ; 22.50340 ; 20.38680 ;-594.84027 ; 15.84210 ; 24.61360 ;-1.868.90000 ;-29.00050 ; 1.09380 ; 0.1418 ;
0.9922;0.9909;0.6647; 40.5528 ;0.5499; 37.4932 ;0.8828; 32.52500 ;-1.80020 ; 7.29040 ; 39.65660 ; 31.97570 ; 30.09870 ;-63.56387 ; 25.33230 ; 43.87580 ;-335.20000 ;-7.29350 ; 5.41940 ; 0.7025 ;
0.9823;0.9763;0.492; 37.8593 ;0.4475; 33.7475 ;0.8068; 27.97850 ;-3.00810 ; 5.09800 ; 33.02120 ; 28.58620 ; 26.92040 ;-132.14184 ; 21.93380 ; 38.78560 ;-529.90000 ;-11.66310 ; 4.96770 ; 0.6440 ;
0.9668;0.9525;0.3539; 30.6609 ;0.3638; 30.7612 ;0.7334; 24.37340 ;-4.53940 ; 3.58250 ; 28.47610 ; 25.60910 ; 24.04340 ;-256.29513 ; 18.95290 ; 34.93680 ;-888.30000 ;-15.94410 ; 4.32260 ; 0.5603 ;
0.8768;0.826;0.1525; 19.3679 ;0.2217; 20.5257 ;0.5406; 19.36090 ;-8.18690 ; 1.51900 ; 21.52490 ; 22.53790 ; 20.96680 ;-520.47558 ; 15.88090 ; 25.68250 ;-1.570.50000 ;-29.64170 ; 2.41940 ; 0.3136 ;
0.9967;0.9946;0.9519; 29.2979 ;0.9454; 38.3033 ;0.9824; 30.28760 ;-1.24820 ; 19.92380 ; 32.49780 ; 32.62840 ; 31.13170 ;-50.10838 ; 25.98960 ; 41.10510 ;-333.10000 ;-20.51320 ; 5.90320 ; 0.7652 ;
0.9884;0.9809;0.8754; 23.6486 ;0.8123; 35.0278 ;0.9426; 25.85230 ;-2.94010 ; 13.84640 ; 27.77810 ; 28.04110 ; 26.66510 ;-140.14266 ; 21.38870 ; 36.86690 ;-702.40000 ;-25.39570 ; 5.56670 ; 0.7216 ;
0.9789;0.9692;0.8198; 21.7256 ;0.7555; 33.3363 ;0.8998; 23.99180 ;-6.40150 ; 12.43320 ; 26.02820 ; 25.94890 ; 23.97160 ;-260.56757 ; 19.29450 ; 34.54260 ;-1.061.30000 ;-33.87500 ; 4.46880 ; 0.5793 ;
0.9219;0.8861;0.7569; 14.1514 ;0.6910; 12.6370 ;0.8724; 15.78250 ;-7.92870 ; 11.55140 ; 16.21590 ; 23.00980 ; 21.69230 ;-440.40309 ; 16.35370 ; 19.51000 ;-2.020.60000 ;-69.28740 ; 3.70970 ; 0.4809 ;
0.956;0.9295;0.605; 24.0776 ;0.5220; 27.5528 ;0.8867; 25.82270 ;-3.33500 ; 6.47780 ; 28.29400 ; 30.90860 ; 29.48770 ;-73.16618 ; 24.26240 ; 32.77940 ;-600.10000 ;-21.20860 ; 3.62500 ; 0.4699 ;
0.9812;0.9828;0.831; 30.9810 ;0.7286; 36.7850 ;0.9053; 28.32840 ;-2.07540 ; 13.09160 ; 32.04940 ; 28.19120 ; 26.81290 ;-135.45354 ; 21.53920 ; 42.82350 ;-484.70000 ;-21.91690 ; 4.58060 ; 0.5938 ;
0.926;0.8795;0.472; 21.9981 ;0.4120; 28.9217 ;0.7443; 23.06300 ;-4.44370 ; 4.91110 ; 25.56290 ; 25.77410 ; 24.35270 ;-238.67688 ; 19.11980 ; 32.13670 ;-785.80000 ;-30.02120 ; 3.31250 ; 0.4294 ;
0.8246;0.7485;0.344; 14.0060 ;0.2687; 14.5409 ;0.6722; 17.59720 ;-8.51320 ; 3.48670 ; 18.99820 ; 22.40700 ; 21.00200 ;-516.27413 ; 15.74990 ; 22.03560 ;-1.702.60000 ;-52.94760 ; 2.45160 ; 0.3178 ;
0.9873;0.9802;0.8115; 23.6491 ;0.8661; 25.0478 ;0.9705; 24.79010 ;-2.65290 ; 58.54830 ; 26.59970 ; 27.95590 ; 26.66280 ;-140.21690 ; 21.29780 ; 30.41220 ;-862.60000 ;-25.53570 ; 6.09680 ; 0.7903 ;
0.9667;0.9481;0.6789; 18.7543 ;0.7665; 18.3675 ;0.936; 20.17680 ;-5.01290 ; 47.37430 ; 21.43570 ; 24.49830 ; 23.22670 ;-309.32168 ; 17.83980 ; 24.56660 ;-1.473.80000 ;-38.51310 ; 5.58060 ; 0.7234 ;
0.9445;0.9211;0.5902; 17.2971 ;0.6940; 15.4967 ;0.9018; 18.98600 ;-6.30230 ; 36.30430 ; 20.09840 ; 23.42150 ; 22.16420 ;-395.05755 ; 16.76390 ; 22.32300 ;-1.720.60000 ;-54.49130 ; 4.75000 ; 0.6157 ;
0.9024;0.8707;0.5164; 14.2052 ;0.6205; 11.4357 ;0.8541; 16.34020 ;-8.83460 ; 30.33580 ; 17.14680 ; 21.19600 ; 19.97500 ;-654.00393 ; 14.53810 ; 18.54410 ;-2.472.00000 ;-83.57580 ; 3.53130 ; 0.4578 ;
0.8885;0.9054;0.7834; 15.0610 ;0.8170; 10.5122 ;0.9056; 17.51110 ;-9.11790 ; 61.58440 ; 17.97330 ; 22.53440 ; 21.29310 ;-482.80345 ; 15.87640 ; 17.57430 ;-3.091.40000 ;-116.85710 ; 2.45160 ; 0.3178 ;
0.9361;0.9508;0.8843; 18.6933 ;0.9064; 12.0258 ;0.9514; 19.45210 ;-7.46360 ; 71.11780 ; 19.83700 ; 24.27050 ; 23.00040 ;-325.86698 ; 17.60600 ; 18.96780 ;-2.712.50000 ;-93.02880 ; 3.25000 ; 0.4213 ;
0.963;0.9752;0.9407; 23.8627 ;0.9540; 13.1085 ;0.975; 20.87160 ;-8.54380 ; 77.01000 ; 21.18690 ; 25.60260 ; 24.12500 ;-251.52454 ; 18.95480 ; 20.01070 ;-2.296.80000 ;-76.48400 ; 4.00000 ; 0.5185 ;
0.9754;0.986;0.9737; 27.0030 ;0.9780; 13.2671 ;0.9854; 21.91650 ;-10.18560 ; 80.40310 ; 22.13370 ; 26.67800 ; 24.77330 ;-216.64584 ; 20.01830 ; 20.68210 ;-1.928.90000 ;-85.89840 ; 3.84380 ; 0.4983 ;
0.9991;0.9953;0.9599; 45.1156 ;0.9580; 30.9399 ;0.9925; 25.59120 ;-3.71360 ; 47.72150 ; 25.67630 ; 29.71200 ; 28.35870 ;-94.88780 ; 23.06380 ; 23.30020 ;-1.267.20000 ;-34.29720 ; 6.22580 ; 0.8070 ;
0.997;0.98;0.9943; 35.7531 ;0.9926; 30.7651 ;0.9793; 19.31820 ;-8.68850 ; 61.66340 ; 19.32030 ; 23.44460 ; 22.11930 ;-399.16308 ; 16.78770 ; 16.95680 ;-2.523.70000 ;-68.06070 ; 5.78130 ; 0.7494 ;
0.9913;0.9691;0.8395; 27.0764 ;0.8487; 22.2060 ;0.94; 16.25700 ;-11.42970 ; 38.99300 ; 16.33520 ; 20.39540 ; 18.98550 ;-821.35397 ; 13.73760 ; 13.98820 ;-3.717.50000 ;-102.64310 ; 5.71880 ; 0.7413 ;
0.9827;0.9112;0.9164; 39.8107 ;0.9147; 25.0046 ;0.9074; 13.40940 ;-17.43280 ; 35.78640 ; 13.41860 ; 17.54010 ; 16.19410 ;-1.561.96163 ; 10.88080 ; 11.05860 ;-4.656.30000 ;-128.11450 ; 5.00000 ; 0.6481 ;
0.988;0.9834;0.9484; 22.6113 ;0.9315; 16.4754 ;0.9719; 24.35260 ;-7.02550 ; 18.26780 ; 25.52260 ; 28.85580 ; 27.57510 ;-113.65024 ; 22.20020 ; 23.37640 ;-1.792.70000 ;-46.20560 ; 5.80650 ; 0.7527 ;
0.9645;0.9629;0.8634; 18.5451 ;0.8952; 12.6716 ;0.9529; 20.52440 ;-7.35620 ; 25.75830 ; 21.35290 ; 25.18040 ; 24.00980 ;-258.28570 ; 18.52380 ; 19.59730 ;-2.806.00000 ;-61.11520 ; 4.90630 ; 0.6360 ;
0.9581;0.9381;0.8184; 17.2472 ;0.8005; 11.5931 ;0.8883; 18.83680 ;-13.14970 ; 12.96460 ; 19.75240 ; 23.29280 ; 21.72930 ;-436.66699 ; 16.63730 ; 18.01810 ;-2.722.70000 ;-84.31990 ; 5.31250 ; 0.6887 ;
0.8273;0.834;0.6914; 12.5275 ;0.7552; 6.9218 ;0.7835; 14.51450 ;-13.97500 ; 24.12290 ; 15.01000 ; 19.17270 ; 18.00890 ;-1.028.46700 ; 12.52090 ; 13.59090 ;-5.161.00000 ;-122.22810 ; 3.87100 ; 0.5018 ;
0.9729;0.9759;0.7164; 33.1780 ;0.5551; 31.2516 ;0.6635; 34.83700 ;-1.53050 ; 4.76810 ; 38.96150 ; 34.84980 ; 30.07280 ;-63.94408 ; 28.55120 ; 42.70700 ;-324.30000 ;-5.68740 ; 5.24240 ; 0.6796 ;
0.9505;0.9549;0.6075; 29.0328 ;0.4666; 28.9365 ;0.582; 31.83970 ;-2.49880 ; 3.82020 ; 35.54780 ; 31.81270 ; 26.99090 ;-130.01407 ; 25.49670 ; 39.69810 ;-463.20000 ;-8.06820 ; 5.08820 ; 0.6596 ;
0.9133;0.9173;0.4981; 24.9540 ;0.3851; 26.4258 ;0.507; 28.82660 ;-3.83040 ; 3.02020 ; 32.16510 ; 28.83510 ; 24.00380 ;-258.64278 ; 22.51050 ; 36.65590 ;-667.10000 ;-11.31700 ; 4.81250 ; 0.6238 ;
0.8596;0.8556;0.3934; 21.2655 ;0.3084; 23.8167 ;0.431; 25.84460 ;-5.56610 ; 2.33530 ; 28.86940 ; 25.81220 ; 20.99590 ;-516.99978 ; 19.48290 ; 33.70410 ;-969.60000 ;-15.94520 ; 4.18180 ; 0.5421 ;
0.9927;0.9927;0.886; 42.8153 ;0.7342; 35.1238 ;0.8217; 40.75420 ;-1.00390 ; 7.13770 ; 45.97030 ; 40.80100 ; 30.23380 ;-61.61697 ; 34.59630 ; 48.67590 ;-223.60000 ;-2.83980 ; 6.20590 ; 0.8045 ;
0.9856;0.9869;0.8109; 37.9216 ;0.6428; 33.3044 ;0.7438; 37.74850 ;-1.85460 ; 5.85670 ; 42.36800 ; 37.77480 ; 27.18350 ;-124.37422 ; 31.51230 ; 45.56040 ;-321.90000 ;-4.04430 ; 5.81820 ; 0.7542 ;
0.9727;0.9756;0.7151; 33.2339 ;0.5536; 31.2097 ;0.6616; 34.73250 ;-3.05300 ; 4.75270 ; 38.83170 ; 34.79270 ; 24.17010 ;-248.92606 ; 28.49440 ; 42.61840 ;-468.80000 ;-5.75580 ; 5.47060 ; 0.7092 ;
0.9497;0.9547;0.6046; 28.8750 ;0.4648; 28.8164 ;0.5808; 31.75770 ;-4.78340 ; 3.80320 ; 35.45930 ; 31.78210 ; 21.16260 ;-497.53125 ; 25.46540 ; 39.58660 ;-692.70000 ;-8.15570 ; 4.82350 ; 0.6253 ;
0.9389;0.9143;0.5493; 23.7027 ;0.5354; 23.7803 ;0.6697; 29.96760 ;-3.63550 ; 3.40830 ; 32.03030 ; 34.86120 ; 30.06880 ;-64.00300 ; 28.56240 ; 34.34720 ;-650.70000 ;-11.73620 ; 4.44120 ; 0.5757 ;
0.8922;0.8507;0.4428; 20.1879 ;0.4368; 20.9343 ;0.5895; 26.92320 ;-5.39520 ; 2.66130 ; 28.70350 ; 31.83660 ; 27.02780 ;-128.91408 ; 25.51930 ; 31.32450 ;-920.30000 ;-16.81900 ; 4.17650 ; 0.5414 ;
0.8244;0.7578;0.346; 16.8778 ;0.3444; 18.1349 ;0.5137; 23.94150 ;-7.80780 ; 2.04110 ; 25.52500 ; 28.84720 ; 24.01140 ;-258.19056 ; 22.52120 ; 28.42740 ;-1.305.00000 ;-23.05320 ; 3.61760 ; 0.4689 ;
0.7336;0.6396;0.2618; 13.6036 ;0.2589; 14.9250 ;0.4367; 20.89840 ;-11.25270 ; 1.52850 ; 22.29590 ; 25.80060 ; 20.99910 ;-516.61898 ; 19.47140 ; 25.24230 ;-1.866.50000 ;-32.87320 ; 3.30300 ; 0.4282 ;
0.9975;0.9983;0.91; 37.6702 ;0.6481; 34.6416 ;0.9301; 38.67310 ;-1.98710 ; 10.94060 ; 48.22140 ; 34.40940 ; 29.95900 ;-65.64178 ; 28.10530 ; 49.28840 ;-190.50000 ;-4.14090 ; 5.97060 ; 0.7740 ;
0.9951;0.9977;0.856; 38.0708 ;0.5593; 32.1463 ;0.8836; 35.50110 ;-2.77420 ; 9.35800 ; 43.59220 ; 31.44700 ; 26.98070 ;-130.31979 ; 25.12760 ; 45.33470 ;-285.40000 ;-6.01900 ; 5.44120 ; 0.7053 ;
0.9907;0.9965;0.7818; 35.0713 ;0.4669; 29.2465 ;0.8091; 32.18180 ;-3.74280 ; 7.79290 ; 38.59320 ; 28.49670 ; 24.02530 ;-257.36552 ; 22.16980 ; 41.08440 ;-436.80000 ;-8.89570 ; 5.03030 ; 0.6521 ;
0.9827;0.9936;0.6911; 29.1890 ;0.3785; 25.9779 ;0.702; 28.82680 ;-4.99940 ; 6.32350 ; 33.63680 ; 25.67280 ; 21.20750 ;-492.41396 ; 19.34350 ; 36.75230 ;-673.60000 ;-13.00340 ; 4.44120 ; 0.5757 ;
0.9828;0.9912;0.8462; 39.0735 ;0.5594; 35.4687 ;0.6618; 39.30630 ;-0.91940 ; 6.44020 ; 46.12230 ; 34.79150 ; 30.00040 ;-65.01901 ; 28.48930 ; 48.74550 ;-217.40000 ;-3.12960 ; 6.27270 ; 0.8131 ;
0.9548;0.9762;0.693; 32.7133 ;0.4273; 31.9931 ;0.5317; 34.37070 ;-2.27570 ; 4.58320 ; 40.38380 ; 29.81050 ; 24.99920 ;-205.66499 ; 23.48810 ; 43.71140 ;-403.30000 ;-5.55500 ; 5.32350 ; 0.6901 ;
0.8962;0.9332;0.5109; 25.6895 ;0.3137; 27.8135 ;0.4068; 29.34460 ;-4.61080 ; 3.12490 ; 34.59990 ; 24.81870 ; 19.99250 ;-651.37391 ; 18.48880 ; 38.46390 ;-795.00000 ;-9.88840 ; 4.61760 ; 0.5986 ;
0.7943;0.8261;0.3375; 19.1804 ;0.2143; 21.6430 ;0.279; 24.09880 ;-8.95330 ; 1.99250 ; 28.36090 ; 19.88690 ; 15.04500 ;-2.035.07473 ; 13.55480 ; 31.81760 ;-1.680.40000 ;-19.44590 ; 3.76470 ; 0.4880 ;
0.9754;0.9757;0.7186; 31.9294 ;0.6141; 30.3061 ;0.7417; 34.22520 ;-2.23880 ; 5.04130 ; 38.09270 ; 34.34870 ; 29.83170 ;-67.59434 ; 28.01610 ; 41.72850 ;-303.50000 ;-8.42720 ; 4.94120 ; 0.6405 ;
0.9554;0.9566;0.6043; 28.2523 ;0.4911; 27.5838 ;0.6301; 31.41330 ;-3.31730 ; 3.86100 ; 34.92620 ; 31.52260 ; 26.90080 ;-132.73956 ; 25.19020 ; 38.53120 ;-422.30000 ;-10.47420 ; 4.67650 ; 0.6062 ;
0.9173;0.9154;0.4855; 24.4283 ;0.3860; 23.9954 ;0.5213; 28.25630 ;-4.96460 ; 2.95540 ; 31.34160 ; 28.46500 ; 23.86860 ;-266.82122 ; 22.13340 ; 34.63400 ;-617.60000 ;-15.40510 ; 4.11760 ; 0.5338 ;
0.8616;0.8515;0.3691; 20.5750 ;0.2927; 20.0529 ;0.4335; 25.06590 ;-7.26510 ; 2.19180 ; 27.68080 ; 25.41950 ; 20.86570 ;-532.73393 ; 19.08720 ; 30.34740 ;-912.90000 ;-21.72240 ; 3.73530 ; 0.4842 ;
0.975;0.9755;0.6807; 29.9674 ;0.5856; 22.6422 ;0.7105; 32.87010 ;-4.28000 ; 4.65980 ; 35.04750 ; 35.29370 ; 30.26480 ;-61.17872 ; 29.02430 ; 34.44250 ;-738.70000 ;-12.15440 ; 4.93940 ; 0.6403 ;
0.9637;0.9631;0.5232; 24.8229 ;0.4697; 19.2031 ;0.5882; 28.97290 ;-6.04490 ; 3.42880 ; 30.62730 ; 32.05820 ; 27.65630 ;-111.54506 ; 25.79410 ; 30.11060 ;-1.083.70000 ;-17.27640 ; 4.52940 ; 0.5871 ;
0.9259;0.9259;0.4356; 19.4832 ;0.3901; 14.9633 ;0.5249; 24.49360 ;-9.63950 ; 2.74160 ; 25.52710 ; 27.95030 ; 24.28130 ;-242.63328 ; 21.69490 ; 24.63890 ;-1.765.70000 ;-30.46410 ; 4.00000 ; 0.5185 ;
0.8747;0.8791;0.3555; 15.8158 ;0.3149; 11.7460 ;0.4382; 21.57330 ;-14.58580 ; 2.18310 ; 22.57540 ; 25.18710 ; 21.59360 ;-450.52652 ; 18.82480 ; 21.94120 ;-2.754.80000 ;-41.80930 ; 3.03130 ; 0.3929 ;
0.9941;0.9938;0.7205; 29.2712 ;0.6142; 28.0112 ;0.8577; 31.99120 ;-2.22960 ; 8.39930 ; 36.09280 ; 34.32630 ; 33.06020 ;-32.14107 ; 28.01270 ; 38.89700 ;-316.30000 ;-8.33930 ; 5.54550 ; 0.7189 ;
0.9808;0.979;0.513; 21.9379 ;0.4550; 23.3416 ;0.7034; 26.73540 ;-3.61430 ; 5.39000 ; 29.26370 ; 30.07250 ; 28.83650 ;-85.00224 ; 23.75100 ; 33.25060 ;-560.90000 ;-14.54250 ; 4.63640 ; 0.6010 ;
0.9436;0.9253;0.2897; 15.7688 ;0.3098; 18.1320 ;0.5351; 22.00320 ;-5.44990 ; 2.80440 ; 23.40700 ; 26.66950 ; 25.47840 ;-184.17911 ; 20.34030 ; 27.48930 ;-958.90000 ;-23.58600 ; 3.60610 ; 0.4675 ;
